-58.8659084043, 62.9632807343, 0.0000000000
-58.8659084043, 62.9632807343, 0.0000000000
-58.8845137316, 61.9736154012, 0.0000000000
-58.8845137316, 61.9736154012, 0.0000000000
-58.9411509075, 61.1278025584, 0.0000000000
-58.9411509075, 61.1278025584, 0.0000000000
-59.0346331545, 60.2361878417, 0.0000000000
-59.0346331545, 60.2361878417, 0.0000000000
-59.1206947009, 59.5917919775, 0.0000000000
-59.1206947009, 59.5917919775, 0.0000000000
-59.4918535994, 57.4701169477, 0.0000000000
-59.4918535994, 57.4701169477, 0.0000000000
-60.1760525585, 54.4876391564, 0.0000000000
-60.1760525585, 54.4876391564, 0.0000000000
-60.9109581004, 51.7334636600, 0.0000000000
-60.9109581004, 51.7334636600, 0.0000000000
-62.3761423835, 46.6704236659, 0.0000000000
-62.3761423835, 46.6704236659, 0.0000000000
-62.9031677262, 44.8791382960, 0.0000000000
-62.9031677262, 44.8791382960, 0.0000000000
-64.3015393701, 40.0087021877, 0.0000000000
-64.3015393701, 40.0087021877, 0.0000000000
-64.7935245800, 38.2140488586, 0.0000000000
-64.7935245800, 38.2140488586, 0.0000000000
-65.7285208975, 34.6100227315, 0.0000000000
-65.7285208975, 34.6100227315, 0.0000000000
-66.0219337854, 33.4104456886, 0.0000000000
-66.0219337854, 33.4104456886, 0.0000000000
-67.0657209762, 28.7569856447, 0.0000000000
-67.0657209762, 28.7569856447, 0.0000000000
-67.7972304466, 24.9647394353, 0.0000000000
-67.7972304466, 24.9647394353, 0.0000000000
-68.2411118396, 22.3202880326, 0.0000000000
-68.2411118396, 22.3202880326, 0.0000000000
-68.5839929329, 20.0088704260, 0.0000000000
-68.5839929329, 20.0088704260, 0.0000000000
-69.0466635530, 16.3027558228, 0.0000000000
-69.0466635530, 16.3027558228, 0.0000000000
-69.3322800791, 13.4443176023, 0.0000000000
-69.3322800791, 13.4443176023, 0.0000000000
-69.7500569507, 7.3915652520, 0.0000000000
-69.7500569507, 7.3915652520, 0.0000000000
-69.8402675900, 5.3836244008, 0.0000000000
-69.8402675900, 5.3836244008, 0.0000000000
-69.9541366719, 1.9273744140, 0.0000000000
-69.9541366719, 1.9273744140, 0.0000000000
-69.9911920999, 0.4840871772, 0.0000000000
-69.9911920999, 0.4840871772, 0.0000000000
-70.0253865535, -0.9500029473, 0.0000000000
-70.0253865535, -0.9500029473, 0.0000000000
-70.0748079082, -2.9572035941, 0.0000000000
-70.0748079082, -2.9572035941, 0.0000000000
-70.1074916590, -4.1042836386, 0.0000000000
-70.1074916590, -4.1042836386, 0.0000000000
-70.1356022175, -4.9543123434, 0.0000000000
-70.1356022175, -4.9543123434, 0.0000000000
-70.1939112482, -6.3819241287, 0.0000000000
-70.1939112482, -6.3819241287, 0.0000000000
-70.2718019606, -7.8037609459, 0.0000000000
-70.2718019606, -7.8037609459, 0.0000000000
